topics,domain_normalized,domain
"420,126,243",tomshardware com,tomshardware.com
243,top channel tv,top-channel.tv
243,top politeka net,top.politeka.net
"103,243",topagrar com,topagrar.com
243,topcor ru,topcor.ru
"126,243",tophunt in,tophunt.in
"250,243",topics smt docomo ne jp,topics.smt.docomo.ne.jp
243,topky sk,topky.sk
"325,299,243",topmercato com,topmercato.com
"363,243,1",topnews co th,topnews.co.th
243,topnews ru,topnews.ru
"299,243",topsport bg,topsport.bg
243,topstarnews net,topstarnews.net
"299,325,243",torcedores com,torcedores.com
"245,243",torino repubblica it,torino.repubblica.it
"245,299,243",torinotoday it,torinotoday.it
"68,376,350",tork news,tork.news
243,toronto citynews ca,toronto.citynews.ca
"245,363",toronto ctvnews ca,toronto.ctvnews.ca
243,torontosun com,torontosun.com
"215,245,1",torun naszemiasto pl,torun.naszemiasto.pl
"299,243",tospo keiba jp,tospo-keiba.jp
"299,325,243",totalsportek pro,totalsportek.pro
"299,243",totogaming am,totogaming.am
"363,1,243",toutiao com,toutiao.com
243,tovima gr,tovima.gr
"126,243,227",towardsdatascience com,towardsdatascience.com
"350,289,23",tower jp,tower.jp
561,toyokeizai net,toyokeizai.net
"247,245",tp24 it,tp24.it
243,tpi it,tpi.it
"215,1,243",tportal hr,tportal.hr
"363,299,243,1",tr beinsports com,tr.beinsports.com
"1,243",tr euronews com,tr.euronews.com
243,tr freemeteo com,tr.freemeteo.com
"164,561",tr investing com,tr.investing.com
"299,610,243",tr motorsport com,tr.motorsport.com
"363,243,1",tr sputniknews com,tr.sputniknews.com
"561,164,253",tr tradingview com,tr.tradingview.com
"12,350",tracktollywood com,tracktollywood.com
"164,561",trade line sec co jp,trade.line-sec.co.jp
"164,561",tradebrains in,tradebrains.in
"164,561",tradegate de,tradegate.de
"253,164,561",tradingview com,tradingview.com
243,trafficnews bg,trafficnews.bg
"57,332,243",trafficnews jp,trafficnews.jp
"299,325,243",transfermarkt at,transfermarkt.at
"299,325,243",transfermarkt co,transfermarkt.co
"299,325,243",transfermarkt co id,transfermarkt.co.id
"299,325,243",transfermarkt co in,transfermarkt.co.in
"299,325,243",transfermarkt co uk,transfermarkt.co.uk
"299,325,243",transfermarkt com,transfermarkt.com
"299,325,243",transfermarkt com ar,transfermarkt.com.ar
"299,325,243",transfermarkt com br,transfermarkt.com.br
"299,325,243",transfermarkt com tr,transfermarkt.com.tr
"299,325,243",transfermarkt de,transfermarkt.de
"299,325,243",transfermarkt es,transfermarkt.es
"299,325,243",transfermarkt fr,transfermarkt.fr
"299,325,243",transfermarkt it,transfermarkt.it
"299,325,243",transfermarkt mx,transfermarkt.mx
"299,325,243",transfermarkt pl,transfermarkt.pl
"299,325,243",transfermarkt pt,transfermarkt.pt
"299,325,243",transfermarkt us,transfermarkt.us
"299,325,243",transfermarkt world,transfermarkt.world
"299,325,243",transfery info,transfery.info
"126,243",trashbox ru,trashbox.ru
"332,243",travel usnews com,travel.usnews.com
"332,400",travelandleisure com,travelandleisure.com
"350,1",travelblackboards com,travelblackboards.com
243,trebinjelive info,trebinjelive.info
"86,447,126,243",trechosdavida com,trechosdavida.com
"164,561,103",trend online com,trend-online.com
243,trend sk,trend.sk
"309,350,299,243",trendbihar com,trendbihar.com
"243,350",trendings es,trendings.es
245,trevisotoday it,trevisotoday.it
"299,325,243",trevosports com,trevosports.com
"239,243",trf4 jus br,trf4.jus.br
"164,363,1,243",trhaber com,trhaber.com
245,triblive com,triblive.com
"245,243",tribuna com mx,tribuna.com.mx
"299,325,243",tribuna uz,tribuna.uz
243,tribunadonorte com br,tribunadonorte.com.br
245,tribunaonline com br,tribunaonline.com.br
243,tribunatreviso gelocal it,tribunatreviso.gelocal.it
243,tribune bg,tribune.bg
243,tribune com pk,tribune.com.pk
243,tribuneindia com,tribuneindia.com
245,tribunnews com,tribunnews.com
243,tricitytoday com,tricitytoday.com
243,triklopodia gr,triklopodia.gr
243,trinidadexpress com,trinidadexpress.com
"243,1",trojmiasto pl,trojmiasto.pl
243,trome pe,trome.pe
243,trouw nl,trouw.nl
"363,243",trthaber com,trthaber.com
"299,243",trtspor com tr,trtspor.com.tr
"325,299,243",tructiep24h net,tructiep24h.net
243,trud bg,trud.bg
"607,126,243",trustedreviews com,trustedreviews.com
"245,243",ts fi,ts.fi
"363,31,23,350,1",ts4rent eu,ts4rent.eu
561,tsaleach com,tsaleach.com
243,tsargrad tv,tsargrad.tv
"164,561",tsetmc com,tsetmc.com
"245,299,23,561,1,243",tsf pt,tsf.pt
"299,243",tsn ca,tsn.ca
243,tsn ua,tsn.ua
245,tsn24 ru,tsn24.ru
"202,243",tsuritenki jp,tsuritenki.jp
243,tt com,tt.com
"1,243",tt loopnews com,tt.loopnews.com
243,tubantia nl,tubantia.nl
350,tubefactory co kr,tubefactory.co.kr
"245,236,1",tudobahia com br,tudobahia.com.br
"126,243",tudoemtecnologia com,tudoemtecnologia.com
"126,243",tuexpertomovil com,tuexpertomovil.com
243,tuko co ke,tuko.co.ke
243,tulandia net,tulandia.net
"317,299,243",tulospalvelu leijonat fi,tulospalvelu.leijonat.fi
"245,243",tulsaworld com,tulsaworld.com
243,tunisienumerique com,tunisienumerique.com
"243,1",tuoitre vn,tuoitre.vn
243,tupaki com,tupaki.com
"57,400",turbo fr,turbo.fr
"126,243",turbofuture com,turbofuture.com
"531,243",turk net,turk.net
243,turkiyegazetesi com tr,turkiyegazetesi.com.tr
245,turkmenportal com,turkmenportal.com
"1,243",turmush kg,turmush.kg
"245,243",tusciaweb eu,tusciaweb.eu
243,tutiempo net,tutiempo.net
"310,299,243",tuttobiciweb it,tuttobiciweb.it
"299,325,243",tuttocampo it,tuttocampo.it
"299,325,243",tuttomercatoweb com,tuttomercatoweb.com
"299,610,243",tuttomotoriweb it,tuttomotoriweb.it
"299,325,243",tuttonapoli net,tuttonapoli.net
243,tuttonotizie eu,tuttonotizie.eu
"299,243",tuttosport com,tuttosport.com
"299,325,243",tuttur com,tuttur.com
"245,215,1",tuwroclaw com,tuwroclaw.com
"363,350",tv 24 gr,tv-24.gr
"364,299,243",tv 720pstream me,tv.720pstream.me
243,tv100 com,tv100.com
"243,1",tv2 dk,tv2.dk
"1,243",tv2 no,tv2.no
"245,243",tv2east dk,tv2east.dk
243,tv2nord dk,tv2nord.dk
243,tv2ostjylland dk,tv2ostjylland.dk
"363,243",tv3 lt,tv3.lt
"12,23,243",tv9bangla com,tv9bangla.com
245,tv9gujarati com,tv9gujarati.com
243,tv9hindi com,tv9hindi.com
"245,243",tv9kannada com,tv9kannada.com
"1,243",tv9marathi com,tv9marathi.com
"363,243",tv9telugu com,tv9telugu.com
243,tvanouvelles ca,tvanouvelles.ca
"299,243",tvasports ca,tvasports.ca
245,tverigrad ru,tverigrad.ru
350,tvfreaks gr,tvfreaks.gr
"350,243",tvgroove com,tvgroove.com
"350,363",tvguide com,tvguide.com
243,tvn 2 com,tvn-2.com
"363,243",tvn cl,tvn.cl
243,tvn24 pl,tvn24.pl
243,tvnet lv,tvnet.lv
"350,243",tvnotas com mx,tvnotas.com.mx
243,tvnoviny sk,tvnoviny.sk
"363,243",tvonenews com,tvonenews.com
243,tvp info,tvp.info
"51,350",tvpop com br,tvpop.com.br
"363,245",tvsamara ru,tvsamara.ru
"363,350",tvshowsace com,tvshowsace.com
"363,400",tvspielfilm de,tvspielfilm.de
245,tvxs gr,tvxs.gr
"363,243",tvzvezda ru,tvzvezda.ru
"1,243",tw appledaily com,tw.appledaily.com
"215,1,243",tw news yahoo com,tw.news.yahoo.com
243,tw nextapple com,tw.nextapple.com
"299,243",tw sports yahoo com,tw.sports.yahoo.com
"164,561",tw stock yahoo com,tw.stock.yahoo.com
"303,299,243",twbsball dils tku edu tw,twbsball.dils.tku.edu.tw
"126,243",tweakers net,tweakers.net
350,twizz ru,twizz.ru
243,twojapogoda pl,twojapogoda.pl
"299,325,243",tycsports com,tycsports.com
"103,561",tygodnik rolniczy pl,tygodnik-rolniczy.pl
243,typhoon yahoo co jp,typhoon.yahoo.co.jp
"12,350",typicalkannadiga com,typicalkannadiga.com
243,typosthes gr,typosthes.gr
243,tysol pl,tysol.pl
243,tz de,tz.de
"299,325,243",ua football com,ua-football.com
243,ua korrespondent net,ua.korrespondent.net
243,ua sinoptik ua,ua.sinoptik.ua
"299,243",ua tribuna com,ua.tribuna.com
243,uai com br,uai.com.br
247,uainfo org,uainfo.org
243,udalosti247 cz,udalosti247.cz
243,udn com,udn.com
"552,234,243",udyogabindu com,udyogabindu.com
"299,325,243",uefa com,uefa.com
243,ufa1 ru,ufa1.ru
"96,350",ufacw com,ufacw.com
243,ug ru,ug.ru
243,ujszo com,ujszo.com
"164,561",uk advfn com,uk.advfn.com
"215,561,1",uk finance yahoo com,uk.finance.yahoo.com
"215,1,243",uk news yahoo com,uk.news.yahoo.com
"299,325,243",uk soccerway com,uk.soccerway.com
243,ukr media,ukr.media
243,ukr net,ukr.net
243,ukraina ru,ukraina.ru
"239,104,243",ukrayina pl,ukrayina.pl
"247,249",ukrinform net,ukrinform.net
243,ukrinform ua,ukrinform.ua
"245,215,1",ulpressa ru,ulpressa.ru
243,ultimahora com,ultimahora.com
243,ultimahora es,ultimahora.es
"245,243",ultimasnoticias com ve,ultimasnoticias.com.ve
"33,23,350",ultimateclassicrock com,ultimateclassicrock.com
"299,325,243",ultra soccer jp,ultra-soccer.jp
243,ultrasurfing com,ultrasurfing.com
243,uludagsozluk com,uludagsozluk.com
243,ulysmedia kz,ulysmedia.kz
243,umitenki jp,umitenki.jp
243,unews id,unews.id
243,unian net,unian.net
"245,249",unian ua,unian.ua
243,unimedia info,unimedia.info
"245,243",unionesarda it,unionesarda.it
"245,227",unionguanajuato mx,unionguanajuato.mx
"530,126,243",universfreebox com,universfreebox.com
"215,243,1",univision com,univision.com
243,unn com ua,unn.com.ua
243,unotv com,unotv.com
"215,250,1,243",uol com br,uol.com.br
243,updatenews360 com,updatenews360.com
243,upday com,upday.com
243,upl uz,upl.uz
243,upmedia mg,upmedia.mg
"245,299,243,1",upnewstak com,upnewstak.com
243,upprimarykamaster in,upprimarykamaster.in
243,ura news,ura.news
243,urbanjabar com,urbanjabar.com
243,urdu geo tv,urdu.geo.tv
243,urdunews com,urdunews.com
243,urdupoint com,urdupoint.com
243,urfanatik com,urfanatik.com
"299,243",us as com,us.as.com
"249,243",us cnn com,us.cnn.com
"299,243",us mundodeportivo com,us.mundodeportivo.com
"299,325,243",us yallashoot plus,us.yallashoot.plus
243,usacrime com,usacrime.com
"126,243",usanewstoday club,usanewstoday.club
243,usatoday com,usatoday.com
"103,561",usinenouvelle com,usinenouvelle.com
"350,400",usmagazine com,usmagazine.com
243,usnews com,usnews.com
245,ussurmedia ru,ussurmedia.ru
"23,243",uta net com,uta-net.com
243,utaratimes pikiran rakyat com,utaratimes.pikiran-rakyat.com
243,utro ru,utro.ru
243,utusan com my,utusan.com.my
243,uusisuomi fi,uusisuomi.fi
243,uzitocna pravda sk,uzitocna.pravda.sk
561,uzmanpara milliyet com tr,uzmanpara.milliyet.com.tr
"164,561",uzmanparam milliyet com tr,uzmanparam.milliyet.com.tr
245,v1 ru,v1.ru
"196,103,243",v102 ru,v102.ru
"365,299,243",v2 sportsurge net,v2.sportsurge.net
"239,254,243",vacbooking ntpc gov tw,vacbooking.ntpc.gov.tw
"363,243,1",vadhajtasok hu,vadhajtasok.hu
243,vaghayerooz com,vaghayerooz.com
243,vaguthu mv,vaguthu.mv
400,valeursactuelles com,valeursactuelles.com
561,valor globo com,valor.globo.com
"561,164",valorinveste globo com,valorinveste.globo.com
"299,364,243",valsports net,valsports.net
245,valtellinamobile it,valtellinamobile.it
"164,561",valueresearchonline com,valueresearchonline.com
"299,325,243",vamosmisevillafc com,vamosmisevillafc.com
243,vanchosun com,vanchosun.com
245,vanguardia com,vanguardia.com
243,vanguardia com mx,vanguardia.com.mx
243,vanguardngr com,vanguardngr.com
350,vanitatis elconfidencial com,vanitatis.elconfidencial.com
"96,254,400",vanityfair com,vanityfair.com
"96,400,254",vanityfair it,vanityfair.it
"371,78,400",vanlifemag fr,vanlifemag.fr
"299,325,243",vaoroitv com,vaoroitv.com
245,varesenews it,varesenews.it
243,varmatin com,varmatin.com
245,varta1 com ua,varta1.com.ua
247,varthabharati in,varthabharati.in
"299,325,243",varzesh3 com,varzesh3.com
"245,243",vasabladet fi,vasabladet.fi
"247,239",vatandas uyap gov tr,vatandas.uyap.gov.tr
243,vaticannews va,vaticannews.va
"563,400",vauva fi,vauva.fi
"363,350,1",vbox7 com,vbox7.com
243,vdlnews com,vdlnews.com
245,ve lt,ve.lt
243,vecer com,vecer.com
243,vecernji hr,vecernji.hr
"299,609,243",vechtsportinfo nl,vechtsportinfo.nl
350,vedettequebec com,vedettequebec.com
243,vedomosti ru,vedomosti.ru
243,vedur is,vedur.is
"299,243",vegasinsider com,vegasinsider.com
"400,243",veintitres com ar,veintitres.com.ar
243,veja abril com br,veja.abril.com.br
243,vejr tv2 dk,vejr.tv2.dk
350,velvetgossip it,velvetgossip.it
243,ventusky com,ventusky.com
243,vercapas com,vercapas.com
245,verdinhoitabuna blog br,verdinhoitabuna.blog.br
"325,299,243",vereine oefb at,vereine.oefb.at
243,verkkouutiset fi,verkkouutiset.fi
350,veronicasuperguide nl,veronicasuperguide.nl
243,verywellhealth com,verywellhealth.com
243,vesti bg,vesti.bg
"299,243",vesti kz,vesti.kz
243,vesti ru,vesti.ru
243,vesti ua,vesti.ua
"363,245",vestinn ru,vestinn.ru
"350,243",vestnic ru,vestnic.ru
243,vesty co il,vesty.co.il
"243,1",vetogate com,vetogate.com
243,vg hu,vg.hu
243,vg no,vg.no
"325,243",vi nl,vi.nl
"332,243",viaggi corriere it,viaggi.corriere.it
245,viapais com ar,viapais.com.ar
"1,243",vice com,vice.com
"363,1,243",videa hu,videa.hu
"363,1,243",video corriere it,video.corriere.it
"360,23,4,350",video dmkt sp jp,video.dmkt-sp.jp
"299,364,243",video gazzetta it,video.gazzetta.it
243,video haber7 com,video.haber7.com
"363,1,243",video repubblica it,video.repubblica.it
"215,1,243",video sky it,video.sky.it
243,video vnexpress net,video.vnexpress.net
"363,1,243",videos elmundo es,videos.elmundo.es
"12,350",viduppu com,viduppu.com
561,vietnambiz vn,vietnambiz.vn
243,vietnamnet vn,vietnamnet.vn
"561,164",vietstock vn,vietstock.vn
"12,350",vijaykarnataka com,vijaykarnataka.com
243,vijesti me,vijesti.me
243,vikatan com,vikatan.com
243,vikna tv,vikna.tv
243,vilaweb cat,vilaweb.cat
"245,1",vindhyabhaskar com,vindhyabhaskar.com
"299,325,243",violanews com,violanews.com
"350,243",vip de,vip.de
245,vip udn com,vip.udn.com
"365,299,243",vipbox lc,vipbox.lc
"364,299,243",vipboxtv sk,vipboxtv.sk
"363,299,325,243,1",viperplay net,viperplay.net
"350,243",vipflash de,vipflash.de
"12,350",viraldailykhabar com,viraldailykhabar.com
"12,350",viraltm co,viraltm.co
243,viraltrend org,viraltrend.org
"250,243",virgool io,virgool.io
"253,245,250,243",virtualbrest ru,virtualbrest.ru
243,visao sapo pt,visao.sapo.pt
243,visir is,visir.is
243,vista ir,vista.ir
400,vistazo com,vistazo.com
561,visualcapitalist com,visualcapitalist.com
"173,97,243",vitaminews com,vitaminews.com
243,viva co id,viva.co.id
"96,254,243",viva ro,viva.ro
"303,299,243",vk sportsbull jp,vk.sportsbull.jp
"245,1",vl ru,vl.ru
243,vladtv com,vladtv.com
"325,299,243",vlix id,vlix.id
"245,243",vlt se,vlt.se
"299,325,243",vn 7msport com,vn.7msport.com
"164,561",vn investing com,vn.investing.com
"253,164,561",vn tradingview com,vn.tradingview.com
"325,299,243",vn88topbet com,vn88topbet.com
"561,243",vneconomy vn,vneconomy.vn
243,vnexpress net,vnexpress.net
243,vnimanie pro,vnimanie.pro
"126,243",vnreview vn,vnreview.vn
249,voachinese com,voachinese.com
"245,23",vocm com,vocm.com
243,voennoedelo com,voennoedelo.com
"299,325,243",voetbal24 be,voetbal24.be
"299,325,243",voetbalkrant com,voetbalkrant.com
"299,325,243",voetbalnieuws be,voetbalnieuws.be
"299,325,243",voetbalprimeur nl,voetbalprimeur.nl
"299,325,243",voetbalzone nl,voetbalzone.nl
"96,400",vogue co jp,vogue.co.jp
"96,400",vogue co kr,vogue.co.kr
"96,400",vogue com,vogue.com
"96,400",vogue com tw,vogue.com.tw
"96,400",vogue es,vogue.es
"96,400",vogue fr,vogue.fr
"96,400",vogue globo com,vogue.globo.com
"96,400",vogue gr,vogue.gr
"96,400",vogue in,vogue.in
"96,400",vogue it,vogue.it
"96,400",vogue mx,vogue.mx
"96,254,400",voguegirl jp,voguegirl.jp
"243,23",voh com vn,voh.com.vn
350,voici fr,voici.fr
249,vokrugsveta ru,vokrugsveta.ru
"215,1,243",vol at,vol.at
245,volksfreund de,volksfreund.de
243,volkskrant nl,volkskrant.nl
"299,243,229",volnation com,volnation.com
245,volynnews com,volynnews.com
243,volynpost com,volynpost.com
243,voria gr,voria.gr
243,vosgesmatin fr,vosgesmatin.fr
245,vostokmedia com,vostokmedia.com
243,vosveteit zoznam sk,vosveteit.zoznam.sk
"23,243",vov vn,vov.vn
243,vox com,vox.com
247,vozpopuli com,vozpopuli.com
"299,243",vprognoze ru,vprognoze.ru
243,vreme arso gov si,vreme.arso.gov.si
243,vremea ido ro,vremea.ido.ro
243,vremea net,vremea.net
"299,609,243",vringe com,vringe.com
"299,23,243",vrt be,vrt.be
"299,243",vseprosport ru,vseprosport.ru
243,vtc vn,vtc.vn
"363,243",vtm be,vtm.be
"363,243",vtv gob ve,vtv.gob.ve
"363,243",vtv vn,vtv.vn
243,vtvgujarati com,vtvgujarati.com
"365,351,243",vuighe net,vuighe.net
350,vulture com,vulture.com
"239,245,471,227",vyapam cgstate gov in,vyapam.cgstate.gov.in
243,vz ru,vz.ru
243,vzsar ru,vzsar.ru
"32,1,23,350",w3 financial link com my,w3.financial-link.com.my
243,w3newspapers com,w3newspapers.com
243,wa de,wa.de
245,walbrzych naszemiasto pl,walbrzych.naszemiasto.pl
245,waldnet nl,waldnet.nl
245,walesonline co uk,walesonline.co.uk
"299,325,243",walfoot be,walfoot.be
"215,1,243",walla co il,walla.co.il
"164,561",wallstreet online de,wallstreet-online.de
"126,243",wandaroo com,wandaroo.com
"350,126,243",want nl,want.nl
"96,350",wanted mondo rs,wanted.mondo.rs
561,wantgoo com,wantgoo.com
"164,561",wantrich chinatimes com,wantrich.chinatimes.com
247,war obozrevatel com,war.obozrevatel.com
"332,243",warau sp travel news site,warau-sp.travel-news.site
"249,245",warszawa naszemiasto pl,warszawa.naszemiasto.pl
245,warszawawpigulce pl,warszawawpigulce.pl
561,wartaekonomi co id,wartaekonomi.co.id
243,washingtonexaminer com,washingtonexaminer.com
243,washingtonpost com,washingtonpost.com
"1,243",watanserb com,watanserb.com
"561,126,243",watch impress co jp,watch.impress.co.jp
"350,48",watchasians cc,watchasians.cc
"363,1,243",waterkant net,waterkant.net
243,watson ch,watson.ch
243,watson de,watson.de
243,waz de,waz.de
"607,215,126,243",wccftech com,wccftech.com
"299,243",wct20 org,wct20.org
243,wcvb com,wcvb.com
243,wdr de,wdr.de
243,weather bangkok go th,weather.bangkok.go.th
243,weather com,weather.com
243,weather day az,weather.day.az
243,weather forecast com,weather-forecast.com
243,weather gc ca,weather.gc.ca
243,weather go kr,weather.go.kr
243,weather goo ne jp,weather.goo.ne.jp
243,weather gov,weather.gov
243,weather naver com,weather.naver.com
243,weather rambler ru,weather.rambler.ru
243,weather smt docomo ne jp,weather.smt.docomo.ne.jp
243,weather tmd go th,weather.tmd.go.th
243,weather yahoo co jp,weather.yahoo.co.jp
243,weather25 com,weather25.com
243,weatherbug com,weatherbug.com
243,weathercrave com,weathercrave.com
243,weathernews jp,weathernews.jp
243,weatheronline co uk,weatheronline.co.uk
243,weatherspark com,weatherspark.com
243,weatherzone com au,weatherzone.com.au
"325,299,243",webaslan com,webaslan.com
"164,561",webgia com,webgia.com
"126,243",webnews it,webnews.it
243,webronza asahi com,webronza.asahi.com
