topics,domain_normalized,domain,subscription_status,evidence_url,pricing_url,pricing_url_method,pricing_page_ok,dynamic_components,popup_overlay,detected_prices,wayback_available,wayback_url,wayback_page_ok,notes
"245,363,243,1",larioja com,larioja.com,no subscription,https://larioja.com,,,,,,,,,,
"245,243",larissanet gr,larissanet.gr,inaccessible,,,,,,,,,,,
"299,325,243",laroma24 it,laroma24.it,no subscription,https://laroma24.it,,,,,,,,,,
243,las2orillas co,las2orillas.co,no subscription,https://las2orillas.co,,,,,,,,,,
"365,363,243",lasexta com,lasexta.com,no subscription,https://lasexta.com,,,,,,,,,,
"245,243",lasicilia it,lasicilia.it,no subscription,https://lasicilia.it,,,,,,,,,,
"245,363,1",lasiciliaweb it,lasiciliaweb.it,inaccessible,,,,,,,,,,,
243,lasillarota com,lasillarota.com,no subscription,https://lasillarota.com,,,,,,,,,,
"245,243",lasprovincias es,lasprovincias.es,subscription,https://lasprovincias.es,https://www.lasprovincias.es/,fallback_homepage,yes,yes,yes,,no,,no,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
243,lastampa it,lastampa.it,no subscription,https://lastampa.it,,,,,,,,,,
"299,610,243",lat motorsport com,lat.motorsport.com,inaccessible,,,,,,,,,,,
243,lateja cr,lateja.cr,no subscription,https://lateja.cr,,,,,,,,,,
243,latercera com,latercera.com,no subscription,https://latercera.com,,,,,,,,,,
"363,350,243",latestgossipwu com,latestgossipwu.com,no subscription,https://latestgossipwu.com,,,,,,,,,,
243,latestly com,latestly.com,no subscription,https://latestly.com,,,,,,,,,,
"180,350",latestnews fresherslive com,latestnews.fresherslive.com,inaccessible,,,,,,,,,,,
"12,350",latestnewstelugu com,latestnewstelugu.com,inaccessible,,,,,,,,,,,
350,latfan com,latfan.com,no subscription,https://latfan.com,,,,,,,,,,
243,latimes com,latimes.com,inaccessible,,,,,,,,,,,
"245,243",latribuna hn,latribuna.hn,inaccessible,,,,,,,,,,,
561,latribune fr,latribune.fr,no subscription,https://latribune.fr,,,,,,,,,,
350,laubfal com,laubfal.com,no subscription,https://laubfal.com,,,,,,,,,,
243,lavanguardia com,lavanguardia.com,no subscription,https://lavanguardia.com,,,,,,,,,,
"245,243",lavenir net,lavenir.net,no subscription,https://lavenir.net,,,,,,,,,,
"245,243",laverdad es,laverdad.es,no subscription,https://laverdad.es,,,,,,,,,,
"245,243",laverdaddemonagas com,laverdaddemonagas.com,inaccessible,,,,,,,,,,,
245,laverdadnoticias com,laverdadnoticias.com,no subscription,https://laverdadnoticias.com,,,,,,,,,,
243,laverita info,laverita.info,no subscription,https://laverita.info,,,,,,,,,,
"245,243",lavoixdunord fr,lavoixdunord.fr,inaccessible,,,,,,,,,,,
243,lavoz com ar,lavoz.com.ar,inaccessible,,,,,,,,,,,
"245,243",lavozdealmeria com,lavozdealmeria.com,no subscription,https://lavozdealmeria.com,,,,,,,,,,
243,lavozdeasturias es,lavozdeasturias.es,no subscription,https://lavozdeasturias.es,,,,,,,,,,
"245,243",lavozdegalicia es,lavozdegalicia.es,no subscription,https://lavozdegalicia.es,,,,,,,,,,
"245,243",lavozdigital es,lavozdigital.es,no subscription,https://lavozdigital.es,,,,,,,,,,
"215,1,243",lb ua,lb.ua,no subscription,https://lb.ua,,,,,,,,,,
"172,215,350,1",lbscentre in,lbscentre.in,no subscription,https://lbscentre.in,,,,,,,,,,
245,lc nl,lc.nl,no subscription,https://lc.nl,,,,,,,,,,
"363,243",lci fr,lci.fr,no subscription,https://lci.fr,,,,,,,,,,
"299,243",le10sport com,le10sport.com,no subscription,https://le10sport.com,,,,,,,,,,
243,le360 ma,le360.ma,no subscription,https://le360.ma,,,,,,,,,,
"303,299,243",leaguesecretary com,leaguesecretary.com,no subscription,https://leaguesecretary.com,,,,,,,,,,
"126,243",leak pt,leak.pt,no subscription,https://leak.pt,,,,,,,,,,
245,leb today,leb.today,inaccessible,,,,,,,,,,,
247,lebanese forces com,lebanese-forces.com,inaccessible,,,,,,,,,,,
243,lebanon24 com,lebanon24.com,subscription,https://www.lebanon24.com/subscribe,https://www.lebanon24.com/subscribe,common_path,yes,no,yes,$2.99; $7.99; $22,no,,no,possible modal or overlay UI
243,lebanondebate com,lebanondebate.com,no subscription,https://lebanondebate.com,,,,,,,,,,
247,lebanonfiles com,lebanonfiles.com,inaccessible,,,,,,,,,,,
"245,243",leberry fr,leberry.fr,inaccessible,,,,,,,,,,,
245,lecceprima it,lecceprima.it,no subscription,https://lecceprima.it,,,,,,,,,,
561,lecho be,lecho.be,inaccessible,,,,,,,,,,,
"245,243",lechorepublicain fr,lechorepublicain.fr,inaccessible,,,,,,,,,,,
243,leconjugueur lefigaro fr,leconjugueur.lefigaro.fr,no subscription,https://leconjugueur.lefigaro.fr,,,,,,,,,,
"350,400,243",lecturas com,lecturas.com,inaccessible,,,,,,,,,,,
"247,239,245,249,243",ledauphine com,ledauphine.com,no subscription,https://ledauphine.com,,,,,,,,,,
"245,243",ledevoir com,ledevoir.com,no subscription,https://ledevoir.com,,,,,,,,,,
"96,254,400",lee hpplus jp,lee.hpplus.jp,no subscription,https://lee.hpplus.jp,,,,,,,,,,
245,leeds live co uk,leeds-live.co.uk,no subscription,https://leeds-live.co.uk,,,,,,,,,,
243,lefaso net,lefaso.net,no subscription,https://lefaso.net,,,,,,,,,,
243,lefigaro fr,lefigaro.fr,no subscription,https://lefigaro.fr,,,,,,,,,,
"239,243",leggioggi it,leggioggi.it,no subscription,https://leggioggi.it,,,,,,,,,,
243,leggo it,leggo.it,no subscription,https://leggo.it,,,,,,,,,,
243,legit ng,legit.ng,inaccessible,,,,,,,,,,,
243,legnica naszemiasto pl,legnica.naszemiasto.pl,no subscription,https://legnica.naszemiasto.pl,,,,,,,,,,
243,legossip net,legossip.net,no subscription,https://legossip.net,,,,,,,,,,
"245,243",leicestermercury co uk,leicestermercury.co.uk,no subscription,https://leicestermercury.co.uk,,,,,,,,,,
243,lejdd fr,lejdd.fr,no subscription,https://lejdd.fr,,,,,,,,,,
"249,243",lejsl com,lejsl.com,no subscription,https://lejsl.com,,,,,,,,,,
243,lematin ch,lematin.ch,no subscription,https://lematin.ch,,,,,,,,,,
243,lemonde fr,lemonde.fr,no subscription,https://lemonde.fr,,,,,,,,,,
243,lenta ru,lenta.ru,no subscription,https://lenta.ru,,,,,,,,,,
"299,243",leonino pt,leonino.pt,no subscription,https://leonino.pt,,,,,,,,,,
243,leonoticias com,leonoticias.com,no subscription,https://leonoticias.com,,,,,,,,,,
243,leparisien fr,leparisien.fr,no subscription,https://leparisien.fr,,,,,,,,,,
243,lepoint fr,lepoint.fr,no subscription,https://lepoint.fr,,,,,,,,,,
243,lepopulaire fr,lepopulaire.fr,inaccessible,,,,,,,,,,,
"247,249,561,243",leprogres fr,leprogres.fr,no subscription,https://leprogres.fr,,,,,,,,,,
"299,243",lequipe fr,lequipe.fr,no subscription,https://lequipe.fr,,,,,,,,,,
"70,243",lerepairedesmotards com,lerepairedesmotards.com,no subscription,https://lerepairedesmotards.com,,,,,,,,,,
243,lesechos fr,lesechos.fr,inaccessible,,,,,,,,,,,
243,lesiteinfo com,lesiteinfo.com,no subscription,https://lesiteinfo.com,,,,,,,,,,
"607,129,126,243",lesnumeriques com,lesnumeriques.com,no subscription,https://lesnumeriques.com,,,,,,,,,,
243,lesoir be,lesoir.be,inaccessible,,,,,,,,,,,
"245,243",lessentiel lu,lessentiel.lu,no subscription,https://lessentiel.lu,,,,,,,,,,
243,letelegramme fr,letelegramme.fr,no subscription,https://letelegramme.fr,,,,,,,,,,
243,letemps ch,letemps.ch,no subscription,https://letemps.ch,,,,,,,,,,
"315,243",letribunaldunet fr,letribunaldunet.fr,no subscription,https://letribunaldunet.fr,,,,,,,,,,
"323,299,243",letsrun com,letsrun.com,subscription,https://letsrun.com,https://www.letsrun.com/,fallback_homepage,yes,yes,yes,$200; $100; $19; $2; US$500; $380; $190; $6; $5; $500; $7; $30; $400; $6000; $934; $692,no,,no,likely JS-rendered content | possible modal or overlay UI
243,levante emv com,levante-emv.com,inaccessible,,,,,,,,,,,
243,lexpress fr,lexpress.fr,no subscription,https://lexpress.fr,,,,,,,,,,
"245,243",lexpress mu,lexpress.mu,no subscription,https://lexpress.mu,,,,,,,,,,
"254,400",libelle nl,libelle.nl,no subscription,https://libelle.nl,,,,,,,,,,
247,liberal gr,liberal.gr,no subscription,https://liberal.gr,,,,,,,,,,
243,liberation fr,liberation.fr,inaccessible,,,,,,,,,,,
"245,243",liberdadenews com br,liberdadenews.com.br,no subscription,https://liberdadenews.com.br,,,,,,,,,,
"215,1,243",libero it,libero.it,no subscription,https://libero.it,,,,,,,,,,
"299,325,243",libero pe,libero.pe,no subscription,https://libero.pe,,,,,,,,,,
243,liberoquotidiano it,liberoquotidiano.it,no subscription,https://liberoquotidiano.it,,,,,,,,,,
245,liberta it,liberta.it,no subscription,https://liberta.it,,,,,,,,,,
243,libertaddigital com,libertaddigital.com,no subscription,https://libertaddigital.com,,,,,,,,,,
243,libertatea ro,libertatea.ro,inaccessible,,,,,,,,,,,
561,libremercado com,libremercado.com,no subscription,https://libremercado.com,,,,,,,,,,
"299,243",liderform com tr,liderform.com.tr,no subscription,https://liderform.com.tr,,,,,,,,,,
"561,243",lidovky cz,lidovky.cz,no subscription,https://lidovky.cz,,,,,,,,,,
243,liepajniekiem lv,liepajniekiem.lv,inaccessible,,,,,,,,,,,
243,life nv ua,life.nv.ua,no subscription,https://life.nv.ua,,,,,,,,,,
245,life pravda com ua,life.pravda.com.ua,no subscription,https://life.pravda.com.ua,,,,,,,,,,
243,life ru,life.ru,no subscription,https://life.ru,,,,,,,,,,
243,life smi ru,life-smi.ru,no subscription,https://life-smi.ru,,,,,,,,,,
"173,243",lifee cz,lifee.cz,no subscription,https://lifee.cz,,,,,,,,,,
